"","entrez_id","gene","chromosome","gene_name","mouse_homologenes","ensembl_gene_id"
"45476",105374601,"LOC105374601","2","uncharacterized LOC105374601",NA,NA
"45477",105374602,"LOC105374602","5","uncharacterized LOC105374602",NA,NA
"45478",105374603,"LOC105374603","2","uncharacterized LOC105374603",NA,NA
"45479",105374604,"LOC105374604","5","uncharacterized LOC105374604",NA,NA
"45480",105374605,"LOC105374605","5","uncharacterized LOC105374605",NA,NA
"45481",105374606,"LOC105374606","5","uncharacterized LOC105374606",NA,NA
"45482",105374607,"LOC105374607","5","uncharacterized LOC105374607",NA,NA
"45483",105374608,"LOC105374608","5","uncharacterized LOC105374608",NA,NA
"45484",105374609,"LOC105374609","5","uncharacterized LOC105374609",NA,NA
"45485",105374610,"LOC105374610","2","uncharacterized LOC105374610",NA,NA
"45486",105374611,"LOC105374611","2","uncharacterized LOC105374611",NA,NA
"45487",105374612,"LOC105374612","5","uncharacterized LOC105374612",NA,NA
"45488",105374613,"LOC105374613","5","uncharacterized LOC105374613",NA,NA
"45489",105374614,"LOC105374614","5","uncharacterized LOC105374614",NA,NA
"45490",105374615,"LOC105374615","2","uncharacterized LOC105374615",NA,NA
"45491",105374616,"LOC105374616","5","uncharacterized LOC105374616",NA,NA
"45492",105374617,"LOC105374617","5","uncharacterized LOC105374617",NA,NA
"45493",105374618,"LOC105374618","5","uncharacterized LOC105374618",NA,NA
"45494",105374619,"LOC105374619","5","uncharacterized LOC105374619",NA,NA
"45495",105374620,"LOC105374620","5","uncharacterized LOC105374620",NA,NA
"45496",105374621,"LOC105374621","5","uncharacterized LOC105374621",NA,NA
"45497",105374622,"LOC105374622","5","uncharacterized LOC105374622",NA,NA
"45498",105374623,"LOC105374623","5","uncharacterized LOC105374623",NA,NA
"45499",105374624,"LOC105374624","5","uncharacterized LOC105374624",NA,NA
"45500",105374625,"LOC105374625","5","uncharacterized LOC105374625",NA,NA
"45501",105374626,"LOC105374626","5","uncharacterized LOC105374626",NA,NA
"45502",105374627,"LOC105374627","5","uncharacterized LOC105374627",NA,NA
"45503",105374628,"LOC105374628","5","uncharacterized LOC105374628",NA,NA
"45504",105374629,"LOC105374629","5","uncharacterized LOC105374629",NA,NA
"45505",105374630,"LOC105374630","5","uncharacterized LOC105374630",NA,NA
"45506",105374631,"LOC105374631","5","uncharacterized LOC105374631",NA,NA
"45507",105374632,"LOC105374632","2","uncharacterized LOC105374632",NA,NA
"45508",105374633,"LOC105374633","5","uncharacterized LOC105374633",NA,NA
"45509",105374634,"LOC105374634","5","uncharacterized LOC105374634",NA,NA
"45510",105374635,"LOC105374635","5","uncharacterized LOC105374635",NA,NA
"45511",105374636,"LOC105374636","5","uncharacterized LOC105374636",NA,NA
"45512",105374637,"LOC105374637","5","uncharacterized LOC105374637",NA,NA
"45513",105374638,"LOC105374638","5","uncharacterized LOC105374638",NA,NA
"45514",105374639,"LOC105374639","5","uncharacterized LOC105374639",NA,NA
"45515",105374640,"LOC105374640","2","uncharacterized LOC105374640",NA,NA
"45516",105374641,"LOC105374641","5","uncharacterized LOC105374641",NA,NA
"45517",105374642,"LOC105374642","5","uncharacterized LOC105374642",NA,NA
"45518",105374643,"LOC105374643","5","uncharacterized LOC105374643",NA,NA
"45519",105374644,"LOC105374644","5","uncharacterized LOC105374644",NA,NA
"45520",105374645,"LOC105374645","5","uncharacterized LOC105374645",NA,NA
"45521",105374646,"LOC105374646","5","uncharacterized LOC105374646",NA,NA
"45522",105374647,"LOC105374647","5","uncharacterized LOC105374647",NA,NA
"45523",105374648,"LOC105374648","5","uncharacterized LOC105374648",NA,NA
"45524",105374649,"LOC105374649","5","uncharacterized LOC105374649",NA,NA
"45525",105374650,"LOC105374650","5","uncharacterized LOC105374650",NA,NA
"45526",105374651,"LOC105374651","5","uncharacterized LOC105374651",NA,NA
"45527",105374652,"LOC105374652","5","uncharacterized LOC105374652",NA,NA
"45528",105374653,"LOC105374653","2","uncharacterized LOC105374653",NA,NA
"45529",105374654,"LOC105374654","5","uncharacterized LOC105374654",NA,NA
"45530",105374655,"LOC105374655","5","uncharacterized LOC105374655",NA,NA
"45531",105374656,"LOC105374656","5","uncharacterized LOC105374656",NA,NA
"45532",105374657,"LOC105374657","5","uncharacterized LOC105374657",NA,NA
"45533",105374658,"LOC105374658","5","uncharacterized LOC105374658",NA,NA
"45534",105374659,"LOC105374659","5","uncharacterized LOC105374659",NA,NA
"45535",105374660,"LOC105374660","5","uncharacterized LOC105374660",NA,NA
"45536",105374661,"LOC105374661","5","uncharacterized LOC105374661",NA,NA
"45537",105374662,"LOC105374662","2","uncharacterized LOC105374662",NA,NA
"45538",105374663,"LOC105374663","5","uncharacterized LOC105374663",NA,NA
"45539",105374664,"LOC105374664","5","uncharacterized LOC105374664",NA,NA
"45540",105374665,"LOC105374665","5","uncharacterized LOC105374665",NA,NA
"45541",105374666,"LOC105374666","5","uncharacterized LOC105374666",NA,NA
"45542",105374667,"LOC105374667","2","uncharacterized LOC105374667",NA,NA
"45543",105374668,"LOC105374668","5","uncharacterized LOC105374668",NA,NA
"45544",105374669,"LOC105374669","5","uncharacterized LOC105374669",NA,NA
"45545",105374670,"LOC105374670","5","uncharacterized LOC105374670",NA,NA
"45546",105374671,"LOC105374671","5","uncharacterized LOC105374671",NA,NA
"45547",105374672,"LOC105374672","5","uncharacterized LOC105374672",NA,NA
"45548",105374673,"LOC105374673","5","uncharacterized LOC105374673",NA,NA
"45549",105374674,"LOC105374674","2","uncharacterized LOC105374674",NA,NA
"45550",105374675,"LOC105374675","5","uncharacterized LOC105374675",NA,NA
"45551",105374676,"LOC105374676","5","uncharacterized LOC105374676",NA,NA
"45552",105374677,"LOC105374677","5","uncharacterized LOC105374677",NA,NA
"45553",105374678,"LOC105374678","5","uncharacterized LOC105374678",NA,NA
"45554",105374679,"LOC105374679","2","uncharacterized LOC105374679",NA,NA
"45555",105374680,"LOC105374680","5","uncharacterized LOC105374680",NA,NA
"45556",105374681,"LOC105374681","5","uncharacterized LOC105374681",NA,NA
"45557",105374682,"LOC105374682","5","uncharacterized LOC105374682",NA,NA
"45558",105374683,"LOC105374683","5","uncharacterized LOC105374683",NA,NA
"45559",105374684,"LOC105374684","5","uncharacterized LOC105374684",NA,NA
"45560",105374685,"LOC105374685","5","uncharacterized LOC105374685",NA,NA
"45561",105374686,"LOC105374686","5","uncharacterized LOC105374686",NA,NA
"45562",105374687,"LOC105374687","5","uncharacterized LOC105374687",NA,NA
"45563",105374688,"LOC105374688","5","uncharacterized LOC105374688",NA,NA
"45564",105374689,"LOC105374689","5","uncharacterized LOC105374689",NA,NA
"45565",105374690,"LOC105374690","2","uncharacterized LOC105374690",NA,NA
"45566",105374691,"LOC105374691","5","uncharacterized LOC105374691",NA,NA
"45567",105374692,"LOC105374692","5","uncharacterized LOC105374692",NA,NA
"45568",105374693,"LOC105374693","5","spidroin-2-like",NA,NA
"45569",105374694,"LOC105374694","5","uncharacterized LOC105374694",NA,NA
"45570",105374695,"LOC105374695","5","uncharacterized LOC105374695",NA,NA
"45571",105374696,"LOC105374696","5","uncharacterized LOC105374696",NA,NA
"45572",105374697,"LOC105374697","2","uncharacterized LOC105374697",NA,NA
"45573",105374698,"LOC105374698","5","uncharacterized LOC105374698",NA,NA
"45574",105374699,"LOC105374699","5","uncharacterized LOC105374699",NA,NA
"45575",105374700,"LOC105374700","5","uncharacterized LOC105374700",NA,NA
"45576",105374701,"LOC105374701","5","uncharacterized LOC105374701",NA,NA
"45577",105374702,"LOC105374702","5","uncharacterized LOC105374702",NA,NA
"45578",105374703,"LOC105374703","5","uncharacterized LOC105374703",NA,NA
"45579",105374704,"LOC105374704","5","uncharacterized LOC105374704",NA,NA
"45580",105374705,"LOC105374705","5","uncharacterized LOC105374705",NA,NA
"45581",105374706,"LOC105374706","5","uncharacterized LOC105374706",NA,NA
"45582",105374707,"LOC105374707","5","uncharacterized LOC105374707",NA,NA
"45583",105374708,"LOC105374708","5","uncharacterized LOC105374708",NA,NA
"45584",105374709,"LOC105374709","5","uncharacterized LOC105374709",NA,NA
"45585",105374710,"LOC105374710","5","uncharacterized LOC105374710",NA,NA
"45586",105374711,"LOC105374711","5","uncharacterized LOC105374711",NA,NA
"45587",105374712,"LOC105374712","5","uncharacterized LOC105374712",NA,NA
"45588",105374713,"LOC105374713","5","uncharacterized LOC105374713",NA,NA
"45589",105374714,"LOC105374714","5","uncharacterized LOC105374714",NA,NA
"45590",105374715,"LOC105374715","5","uncharacterized LOC105374715",NA,NA
"45591",105374716,"LOC105374716","5","uncharacterized LOC105374716",NA,NA
"45592",105374717,"LOC105374717","5","uncharacterized LOC105374717",NA,NA
"45593",105374718,"LOC105374718","5","uncharacterized LOC105374718",NA,NA
"45594",105374719,"LOC105374719","5","uncharacterized LOC105374719",NA,NA
"45595",105374720,"LOC105374720","5","uncharacterized LOC105374720",NA,NA
"45596",105374721,"LOC105374721","5","uncharacterized LOC105374721",NA,NA
"45597",105374722,"LOC105374722","5","uncharacterized LOC105374722",NA,NA
"45598",105374723,"LOC105374723","5","uncharacterized LOC105374723",NA,NA
"45599",105374724,"LOC105374724","5","uncharacterized LOC105374724",NA,NA
"45600",105374725,"LOC105374725","5","uncharacterized LOC105374725",NA,NA
"45601",105374726,"LOC105374726","2","uncharacterized LOC105374726",NA,NA
"45602",105374727,"LOC105374727","5","uncharacterized LOC105374727",NA,NA
"45603",105374728,"LOC105374728","5","uncharacterized LOC105374728",NA,NA
"45604",105374729,"LOC105374729","5","uncharacterized LOC105374729",NA,NA
"45605",105374730,"LOC105374730","5","uncharacterized LOC105374730",NA,NA
"45606",105374731,"LOC105374731","5","uncharacterized LOC105374731",NA,NA
"45607",105374732,"LOC105374732","5","uncharacterized LOC105374732",NA,NA
"45608",105374733,"LOC105374733","5","uncharacterized LOC105374733",NA,NA
"45609",105374734,"LOC105374734","5","uncharacterized LOC105374734",NA,NA
"45610",105374735,"LOC105374735","5","uncharacterized LOC105374735",NA,NA
"45611",105374736,"LOC105374736","5","uncharacterized LOC105374736",NA,NA
"45612",105374737,"LOC105374737","5","uncharacterized LOC105374737",NA,NA
"45613",105374738,"LOC105374738","5","uncharacterized LOC105374738",NA,NA
"45614",105374739,"LOC105374739","5","uncharacterized LOC105374739",NA,NA
"45615",105374740,"LOC105374740","5","uncharacterized LOC105374740",NA,NA
"45616",105374741,"LOC105374741","5","uncharacterized LOC105374741",NA,NA
"45617",105374742,"LOC105374742","5","uncharacterized LOC105374742",NA,NA
"45618",105374743,"LOC105374743","5","uncharacterized LOC105374743",NA,NA
"45619",105374744,"LOC105374744","2","uncharacterized LOC105374744",NA,NA
"45620",105374745,"LOC105374745","5","uncharacterized LOC105374745",NA,NA
"45621",105374746,"LOC105374746","5","uncharacterized LOC105374746",NA,NA
"45622",105374747,"LOC105374747","5","uncharacterized LOC105374747",NA,NA
"45623",105374748,"LOC105374748","5","uncharacterized LOC105374748",NA,NA
"45624",105374749,"LOC105374749","5","uncharacterized LOC105374749",NA,NA
"45625",105374750,"LOC105374750","5","uncharacterized LOC105374750",NA,NA
"45626",105374751,"LOC105374751","5","uncharacterized LOC105374751",NA,NA
"45627",105374752,"LOC105374752","5","atherin-like",NA,NA
"45628",105374753,"LOC105374753","5","class E vacuolar protein-sorting machinery protein hse1-like",NA,NA
"45629",105374754,"LOC105374754","2","uncharacterized LOC105374754",NA,NA
"45630",105374755,"LOC105374755","2","uncharacterized LOC105374755",NA,NA
"45631",105374756,"LOC105374756","2","uncharacterized LOC105374756",NA,NA
"45632",105374757,"LOC105374757","2","uncharacterized LOC105374757",NA,NA
"45633",105374758,"LOC105374758","2","uncharacterized LOC105374758",NA,NA
"45634",105374759,"LOC105374759","2","uncharacterized LOC105374759",NA,NA
"45635",105374760,"LOC105374760","2","uncharacterized LOC105374760",NA,NA
"45636",105374761,"LOC105374761","2","uncharacterized LOC105374761",NA,NA
"45637",105374762,"LOC105374762","2","uncharacterized LOC105374762",NA,NA
"45638",105374763,"LOC105374763","2","uncharacterized LOC105374763",NA,NA
"45639",105374764,"LOC105374764","2","uncharacterized LOC105374764",NA,NA
"45640",105374765,"LOC105374765","2","uncharacterized LOC105374765",NA,NA
"45641",105374766,"LOC105374766","2","uncharacterized LOC105374766",NA,NA
"45642",105374767,"LOC105374767","2","uncharacterized LOC105374767",NA,NA
"45643",105374768,"LOC105374768","2","uncharacterized LOC105374768",NA,NA
"45644",105374769,"LOC105374769","2","uncharacterized LOC105374769",NA,NA
"45645",105374770,"LOC105374770","2","uncharacterized LOC105374770",NA,NA
"45646",105374771,"LOC105374771","2","uncharacterized LOC105374771",NA,NA
"45647",105374772,"LOC105374772","2","uncharacterized LOC105374772",NA,NA
"45648",105374773,"LOC105374773","2","uncharacterized LOC105374773",NA,NA
"45649",105374774,"LOC105374774","2","uncharacterized LOC105374774",NA,NA
"45650",105374775,"LOC105374775","2","uncharacterized LOC105374775",NA,NA
"45651",105374776,"LOC105374776","2","uncharacterized LOC105374776",NA,NA
"45652",105374777,"LOC105374777","2","uncharacterized LOC105374777",NA,NA
"45653",105374778,"LOC105374778","2","uncharacterized LOC105374778",NA,NA
"45654",105374779,"LOC105374779","2","uncharacterized LOC105374779",NA,NA
"45655",105374780,"LOC105374780","2","uncharacterized LOC105374780",NA,NA
"45656",105374781,"LOC105374781","2","uncharacterized LOC105374781",NA,NA
"45657",105374782,"LOC105374782","2","uncharacterized LOC105374782",NA,NA
"45658",105374783,"LOC105374783","2","uncharacterized LOC105374783",NA,NA
"45659",105374784,"LOC105374784","2","uncharacterized LOC105374784",NA,NA
"45660",105374785,"LOC105374785","2","uncharacterized LOC105374785",NA,NA
"45661",105374786,"LOC105374786","2","uncharacterized LOC105374786",NA,NA
"45662",105374787,"LOC105374787","2","uncharacterized LOC105374787",NA,NA
"45663",105374788,"LOC105374788","2","uncharacterized LOC105374788",NA,NA
"45664",105374789,"LOC105374789","2","uncharacterized LOC105374789",NA,NA
"45665",105374790,"LOC105374790","2","uncharacterized LOC105374790",NA,NA
"45666",105374791,"LOC105374791","2","uncharacterized LOC105374791",NA,NA
"45667",105374792,"LOC105374792","2","uncharacterized LOC105374792",NA,NA
"45668",105374793,"LOC105374793","2","uncharacterized LOC105374793",NA,NA
"45669",105374794,"LOC105374794","2","uncharacterized LOC105374794",NA,NA
"45670",105374795,"LOC105374795","2","uncharacterized LOC105374795",NA,NA
"45671",105374796,"LOC105374796","2","uncharacterized LOC105374796",NA,NA
"45672",105374797,"LOC105374797","2","uncharacterized LOC105374797",NA,NA
"45673",105374798,"LOC105374798","2","uncharacterized LOC105374798",NA,NA
"45674",105374799,"LOC105374799","2","uncharacterized LOC105374799",NA,NA
"45675",105374800,"LOC105374800","2","uncharacterized LOC105374800",NA,NA
"45676",105374801,"LOC105374801","2","uncharacterized LOC105374801",NA,NA
"45677",105374802,"LOC105374802","2","uncharacterized LOC105374802",NA,NA
"45678",105374803,"LOC105374803","2","uncharacterized LOC105374803",NA,NA
"45679",105374804,"LOC105374804","2","uncharacterized LOC105374804",NA,NA
"45680",105374805,"LOC105374805","2","uncharacterized LOC105374805",NA,NA
"45681",105374806,"LOC105374806","2","uncharacterized LOC105374806",NA,NA
"45682",105374807,"LOC105374807","2","uncharacterized LOC105374807",NA,NA
"45683",105374808,"LOC105374808","2","uncharacterized LOC105374808",NA,NA
"45684",105374809,"LOC105374809","2","uncharacterized LOC105374809",NA,NA
"45685",105374810,"LOC105374810","2","uncharacterized LOC105374810",NA,NA
"45686",105374811,"LOC105374811","2","uncharacterized LOC105374811",NA,NA
"45687",105374812,"LOC105374812","2","uncharacterized LOC105374812",NA,NA
"45688",105374813,"LOC105374813","2","uncharacterized LOC105374813",NA,NA
"45689",105374814,"LOC105374814","2","uncharacterized LOC105374814",NA,NA
"45690",105374815,"LOC105374815","2","uncharacterized LOC105374815",NA,NA
"45691",105374816,"LOC105374816","2","uncharacterized LOC105374816",NA,NA
"45692",105374817,"LOC105374817","2","uncharacterized LOC105374817",NA,NA
"45693",105374818,"LOC105374818","2","uncharacterized LOC105374818",NA,NA
"45694",105374819,"LOC105374819","2","uncharacterized LOC105374819",NA,NA
"45695",105374820,"LOC105374820","2","uncharacterized LOC105374820",NA,NA
"45696",105374821,"LOC105374821","2","uncharacterized LOC105374821",NA,NA
"45697",105374822,"LOC105374822","2","uncharacterized LOC105374822",NA,NA
"45698",105374823,"LOC105374823","2","uncharacterized LOC105374823",NA,NA
"45699",105374824,"LOC105374824","2","uncharacterized LOC105374824",NA,NA
"45700",105374825,"LOC105374825","2","uncharacterized LOC105374825",NA,NA
"45701",105374826,"LOC105374826","2","uncharacterized LOC105374826",NA,NA
"45702",105374827,"LOC105374827","2","uncharacterized LOC105374827",NA,NA
"45703",105374828,"LOC105374828","2","uncharacterized LOC105374828",NA,NA
"45704",105374829,"LOC105374829","2","uncharacterized LOC105374829",NA,NA
"45705",105374830,"LOC105374830","2","uncharacterized LOC105374830",NA,NA
"45706",105374831,"LOC105374831","2","uncharacterized LOC105374831",NA,NA
"45707",105374832,"LOC105374832","2","uncharacterized LOC105374832",NA,NA
